kind,address,name,type,owner,other_names,notes,cga
global,DS:6924,text_enabled,u16,platform,g_textEnable,1 | 1 (text drawn only when 1); written by const; read by 0x4BE7,
global,DS:6A3C,lzw_tables,u16,platform,,"malloc'd LZW tables; written by 0xA0CF, 0xA111; read by 0xA0CF, 0xA111",
global,DS:6A3E,joy_x,u16,platform,,X loop count (0x50 on timeout); DS:6A40 = joy_y; written by 0xA12F; read by 0xA12F,DS:6900
global,DS:6A42,joy_port_pre,u8,platform,,201h sample before trigger; written by 0xA12F; read by 0xA12F,DS:6904
global,DS:6A43,joy_result,u8,platform,,Bits being built; written by 0xA12F; read by 0xA12F,DS:6905
global,DS:6A44,joy_xmin,u16,platform,,Learned min (init 0x50); DS:6A46 xmax (init 0); written by 0xA12F; read by 0xA12F,DS:6906
global,DS:6A48,joy_xover_min,u16,platform,,Smallest above-max sample; DS:6A4A countdown (8); written by 0xA12F; read by 0xA12F,DS:690A
global,DS:6A4C,joy_xlo,u16,platform,,25% threshold; DS:6A4E 75% threshold; written by 0xA12F; read by 0xA12F,DS:690E
global,DS:6A50,joy_ymin,u16,platform,,Y equivalents of 6A44–6A4E at 6A50–6A5A; written by 0xA12F; read by 0xA12F,DS:6912
global,DS:6AC4,gfx_target_save_area,u16[24],platform,,Saved CS:5A64..5A93; written by 0xA3B7; read by 0xA3CB,DS:6986
global,DS:6E2C,font_ptrs,u16[256],platform,,"Near ptr per character, 0 = none (font8x8.json); written by const; read by 0x4BE7",
global,DS:746C,lzw_tab_ptrs,u16 ×3 (746C/7470/748C),platform,,"Offsets into lzw_tables; written by 0xA0CF; read by 0x9E1D, 0x9FA2",
global,DS:7478,rle_state,u16,platform,,"RLE90 state; written by 0x9A86, 0x9CF9; read by 0x9CF9",
global,DS:78E0,pack_inptr,u16,platform,,"Input buffer cursor; written by 0x9A86, 0x9D64; read by 0x9D64",
global,DS:78E2,g_showroomCarSpr,far ptr,game_flow,,'car ' from <car>SB.PES,DS:7380
global,DS:78E6,g_lives,int16,game_flow,cars_left,5 at start; -1 crash; +2 gas station | lives; set 1 when player hits cop,DS:7384
global,DS:78E8,g_songIntro,far ptr,game_flow,,sng2,DS:7386
global,DS:78EC,g_avgSpeed,int16,game_flow,,distance units then average speed,DS:738A
global,DS:78EE,g_carSBArchive,far ptr,game_flow,,<car>SB.PES,DS:738C
global,DS:78F2,g_carNames,near char*[10],game_flow,,car base names,DS:7390
global,DS:7906,g_songCarSel,far ptr,game_flow,,sng4,DS:73A4
global,DS:790A,g_selectedCar,int16,game_flow,,-1 none,DS:73A8
global,DS:790C,g_resultLineCount,int16,game_flow,,results lines,DS:CD82
global,DS:790E,unpacked_len,u32,platform,,"Expected output size; written by 0x9A86; read by 0x9DD3, 0x9A86",
global,DS:7B12,g_scrollDelay,int16,game_flow,,results scroll ticks per pixel,DS:CF84
global,DS:7B14,mem_bot,u16 seg,platform,,Base of DOS block; written by 0x8CC0; read by 0xA3DF,DS:CF86
global,DS:7B16,g_stage,int16,game_flow,stage_index,0..4 | 0..4,DS:CF88
global,DS:7B18,out_count,u32,platform,,"Bytes emitted; written by 0x9A86, 0x9DD3; read by 0x9DD3, 0x9A86",
global,DS:7B1C,g_xroadA,far ptr,game_flow,,xroada.pes,DS:CF8A
global,DS:7B20,g_xroadB,far ptr,game_flow,,xroadb.pes,
global,DS:7B24,mem_low,u16 seg,platform,,"Next free segment above archive cache; written by 0x8CC0, 0xA2BE; read by 0xA2BE, 0xA340",DS:CF92
global,DS:7B26,g_xroadC,far ptr,game_flow,,xroadc.pes,DS:CF8E
global,DS:7B2A,g_songHiScore,far ptr,game_flow,,sng3,DS:CF98
global,DS:7B2E,packed_left,u32,platform,,"Remaining packed bytes; written by 0x9A86, 0x9D64; read by 0x9D64",
global,DS:7B32,g_carArchive,far ptr,game_flow,,<car>.pes,DS:CF9C
global,DS:7D36,mem_top,u16 seg,platform,,End of DOS block; written by 0x8CC0; read by 0xA3DF,DS:D1A0
global,DS:7D38,cache_slots,16 B × 30,platform,,"`{char name[12]; u16 paras; u16 seg}`; written by 0xA2BE; read by 0xA280, 0xA2BE",DS:D1A2
global,DS:7F18,mem_high,u16 seg,platform,,"Lowest buffer segment; written by 0x8CC0, 0xA340, 0xA37E; read by 0xA2BE, 0xA340, 0xA37E",DS:D382
global,DS:7F1A,page_buf_desc,far ptr,platform,g_offscreenPage,"320x200 page handle | 40×200×4-plane page buffer descriptor; written by main, 0x1030; read by game_flow",DS:D384
global,DS:7F1E,buf_slots,4 B × 8,platform,,"`{u16 seg; u16 paras}`; written by 0xA340, 0xA37E; read by 0xA340, 0xA37E",DS:D388
global,DS:7F3E,pack_inbuf,u16,platform,,malloc(0x400); written by 0x9A86; read by 0x9D64,
global,DS:7F40,g_stageConstB,int16,game_flow,,copy of DS:02B2[stage]; no reader,DS:D3A8
global,DS:7F42,pack_fd,u16,platform,,File handle; written by 0x9A86; read by 0x9D64,
global,DS:7F44,g_tooSlow,int16,game_flow,,avg speed < 50 ends run,DS:D3AA
global,DS:7F46,g_sbArchiveName,char[30],game_flow,,<car>sb.pes,DS:D3AC
global,DS:7F64,g_carNameBuf,char[],game_flow,,CARS.TXT text,DS:D3CA
global,DS:8090,g_songGas,far ptr,game_flow,,sng1,DS:D4F6
global,DS:8094,g_parTime,int16,game_flow,,par for current stage,DS:D4FA
global,DS:8096,pack_inpos,u16,platform,,"Bytes consumed in input buffer; written by 0x9A86, 0x9D64; read by 0x9D64",
global,DS:8098,g_totalScore,int32,game_flow,,accumulated score,DS:D4FC
global,DS:809C,pack_outptr,huge ptr,platform,,"Output cursor; written by 0x9A86, 0x9DD3; read by 0x9DD3",
global,DS:80A0,in_count,u32,platform,,"Bytes read (unused); written by 0x9A86, 0x9D64; read by –",
global,DS:80A4,g_stageTime,int16,game_flow,clock_ticks tick_count,+1 per 8 sim ticks; +240 per crash; /12 after stage | timer ISR counter | elapsed time in sim ticks (12.5 Hz),DS:D500
global,DS:80A6,g_resultTextY,int16,game_flow,,results page y,DS:D502
